,Location_code,All_location,Type_of_meat,Usage,Year,Unit,Magnitude,Value,Country,Continent,Economic_Area,Water_liters_for_meat_prod_per_kilos,Water_Liter,Production_value,Consumption_value,Human_consumption_per_capita_value
257038,RUS,Russian Federation,Sheepmeat,Production,1999,Tonnes,Hundreds,1436.0,Russian Federation,Not a continent,Not an Economic Area,10.412,,1436.0,,
257039,RUS,Russian Federation,Sheepmeat,Production,2000,Tonnes,Hundreds,1403.0,Russian Federation,Not a continent,Not an Economic Area,10.412,,1403.0,,
257040,RUS,Russian Federation,Sheepmeat,Production,2001,Tonnes,Hundreds,1342.0,Russian Federation,Not a continent,Not an Economic Area,10.412,,1342.0,,
257041,RUS,Russian Federation,Sheepmeat,Production,2002,Tonnes,Hundreds,1361.0,Russian Federation,Not a continent,Not an Economic Area,10.412,,1361.0,,
257042,RUS,Russian Federation,Sheepmeat,Production,2003,Tonnes,Hundreds,1344.0,Russian Federation,Not a continent,Not an Economic Area,10.412,,1344.0,,
257043,RUS,Russian Federation,Sheepmeat,Production,2004,Tonnes,Hundreds,1448.0,Russian Federation,Not a continent,Not an Economic Area,10.412,,1448.0,,
257044,RUS,Russian Federation,Sheepmeat,Production,2005,Tonnes,Hundreds,1541.0,Russian Federation,Not a continent,Not an Economic Area,10.412,,1541.0,,
257045,RUS,Russian Federation,Sheepmeat,Production,2006,Tonnes,Hundreds,1563.0,Russian Federation,Not a continent,Not an Economic Area,10.412,,1563.0,,
257046,RUS,Russian Federation,Sheepmeat,Production,2007,Tonnes,Hundreds,1674.56,Russian Federation,Not a continent,Not an Economic Area,10.412,,1674.56,,
257047,RUS,Russian Federation,Sheepmeat,Production,2008,Tonnes,Hundreds,1737.85,Russian Federation,Not a continent,Not an Economic Area,10.412,,1737.85,,
257048,RUS,Russian Federation,Sheepmeat,Production,2009,Tonnes,Hundreds,1828.02,Russian Federation,Not a continent,Not an Economic Area,10.412,,1828.02,,
257049,RUS,Russian Federation,Sheepmeat,Production,2010,Tonnes,Hundreds,1843.95,Russian Federation,Not a continent,Not an Economic Area,10.412,,1843.95,,
257050,RUS,Russian Federation,Sheepmeat,Production,2011,Tonnes,Hundreds,1883.3899999999999,Russian Federation,Not a continent,Not an Economic Area,10.412,,1883.3899999999999,,
257051,RUS,Russian Federation,Sheepmeat,Production,2012,Tonnes,Hundreds,1899.75,Russian Federation,Not a continent,Not an Economic Area,10.412,,1899.75,,
257052,RUS,Russian Federation,Sheepmeat,Production,2013,Tonnes,Hundreds,1896.3200000000002,Russian Federation,Not a continent,Not an Economic Area,10.412,,1896.3200000000002,,
257053,RUS,Russian Federation,Sheepmeat,Production,2014,Tonnes,Hundreds,2029.1599999999999,Russian Federation,Not a continent,Not an Economic Area,10.412,,2029.1599999999999,,
257054,RUS,Russian Federation,Sheepmeat,Production,2015,Tonnes,Hundreds,2038.0099999999998,Russian Federation,Not a continent,Not an Economic Area,10.412,,2038.0099999999998,,
257055,RUS,Russian Federation,Sheepmeat,Production,2016,Tonnes,Hundreds,2132.1,Russian Federation,Not a continent,Not an Economic Area,10.412,,2132.1,,
257056,RUS,Russian Federation,Sheepmeat,Production,2017,Tonnes,Hundreds,2194.92,Russian Federation,Not a continent,Not an Economic Area,10.412,,2194.92,,
257057,RUS,Russian Federation,Sheepmeat,Production,2018,Tonnes,Hundreds,2238.2,Russian Federation,Not a continent,Not an Economic Area,10.412,,2238.2,,
257058,RUS,Russian Federation,Sheepmeat,Production,2019,Tonnes,Hundreds,2167.55,Russian Federation,Not a continent,Not an Economic Area,10.412,,2167.55,,
257059,RUS,Russian Federation,Sheepmeat,Production,2020,Tonnes,Hundreds,2058.28,Russian Federation,Not a continent,Not an Economic Area,10.412,,2058.28,,
257060,RUS,Russian Federation,Sheepmeat,Production,2021,Tonnes,Hundreds,2050.24,Russian Federation,Not a continent,Not an Economic Area,10.412,,2050.24,,
257061,RUS,Russian Federation,Sheepmeat,Production,2022,Tonnes,Hundreds,2051.33,Russian Federation,Not a continent,Not an Economic Area,10.412,,2051.33,,
257113,RUS,Russian Federation,Sheepmeat,Consumption,1992,Tonnes,Hundreds,3483.67,Russian Federation,Not a continent,Not an Economic Area,10.412,,,3483.67,
257114,RUS,Russian Federation,Sheepmeat,Consumption,1993,Tonnes,Hundreds,3719.09,Russian Federation,Not a continent,Not an Economic Area,10.412,,,3719.09,
257115,RUS,Russian Federation,Sheepmeat,Consumption,1994,Tonnes,Hundreds,3173.2400000000002,Russian Federation,Not a continent,Not an Economic Area,10.412,,,3173.2400000000002,
257116,RUS,Russian Federation,Sheepmeat,Consumption,1995,Tonnes,Hundreds,2914.64,Russian Federation,Not a continent,Not an Economic Area,10.412,,,2914.64,
257117,RUS,Russian Federation,Sheepmeat,Consumption,1996,Tonnes,Hundreds,2386.58,Russian Federation,Not a continent,Not an Economic Area,10.412,,,2386.58,
257118,RUS,Russian Federation,Sheepmeat,Consumption,1997,Tonnes,Hundreds,2170.0299999999997,Russian Federation,Not a continent,Not an Economic Area,10.412,,,2170.0299999999997,
257119,RUS,Russian Federation,Sheepmeat,Consumption,1998,Tonnes,Hundreds,1912.7600000000002,Russian Federation,Not a continent,Not an Economic Area,10.412,,,1912.7600000000002,
257120,RUS,Russian Federation,Sheepmeat,Consumption,1999,Tonnes,Hundreds,1462.07,Russian Federation,Not a continent,Not an Economic Area,10.412,,,1462.07,
257121,RUS,Russian Federation,Sheepmeat,Consumption,2000,Tonnes,Hundreds,1420.92,Russian Federation,Not a continent,Not an Economic Area,10.412,,,1420.92,
257122,RUS,Russian Federation,Sheepmeat,Consumption,2001,Tonnes,Hundreds,1355.97,Russian Federation,Not a continent,Not an Economic Area,10.412,,,1355.97,
257123,RUS,Russian Federation,Sheepmeat,Consumption,2002,Tonnes,Hundreds,1394.43,Russian Federation,Not a continent,Not an Economic Area,10.412,,,1394.43,
257124,RUS,Russian Federation,Sheepmeat,Consumption,2003,Tonnes,Hundreds,1361.43,Russian Federation,Not a continent,Not an Economic Area,10.412,,,1361.43,
257125,RUS,Russian Federation,Sheepmeat,Consumption,2004,Tonnes,Hundreds,1457.17,Russian Federation,Not a continent,Not an Economic Area,10.412,,,1457.17,
257126,RUS,Russian Federation,Sheepmeat,Consumption,2005,Tonnes,Hundreds,1610.75,Russian Federation,Not a continent,Not an Economic Area,10.412,,,1610.75,
257127,RUS,Russian Federation,Sheepmeat,Consumption,2006,Tonnes,Hundreds,1697.68,Russian Federation,Not a continent,Not an Economic Area,10.412,,,1697.68,
257128,RUS,Russian Federation,Sheepmeat,Consumption,2007,Tonnes,Hundreds,1791.42,Russian Federation,Not a continent,Not an Economic Area,10.412,,,1791.42,
257129,RUS,Russian Federation,Sheepmeat,Consumption,2008,Tonnes,Hundreds,2052.58,Russian Federation,Not a continent,Not an Economic Area,10.412,,,2052.58,
257130,RUS,Russian Federation,Sheepmeat,Consumption,2009,Tonnes,Hundreds,1909.57,Russian Federation,Not a continent,Not an Economic Area,10.412,,,1909.57,
257131,RUS,Russian Federation,Sheepmeat,Consumption,2010,Tonnes,Hundreds,1933.77,Russian Federation,Not a continent,Not an Economic Area,10.412,,,1933.77,
257132,RUS,Russian Federation,Sheepmeat,Consumption,2011,Tonnes,Hundreds,2008.2400000000002,Russian Federation,Not a continent,Not an Economic Area,10.412,,,2008.2400000000002,
257133,RUS,Russian Federation,Sheepmeat,Consumption,2012,Tonnes,Hundreds,1992.74,Russian Federation,Not a continent,Not an Economic Area,10.412,,,1992.74,
257134,RUS,Russian Federation,Sheepmeat,Consumption,2013,Tonnes,Hundreds,1994.7399999999998,Russian Federation,Not a continent,Not an Economic Area,10.412,,,1994.7399999999998,
257135,RUS,Russian Federation,Sheepmeat,Consumption,2014,Tonnes,Hundreds,2086.41,Russian Federation,Not a continent,Not an Economic Area,10.412,,,2086.41,
257136,RUS,Russian Federation,Sheepmeat,Consumption,2015,Tonnes,Hundreds,2060.9700000000003,Russian Federation,Not a continent,Not an Economic Area,10.412,,,2060.9700000000003,
257137,RUS,Russian Federation,Sheepmeat,Consumption,2016,Tonnes,Hundreds,2158.17,Russian Federation,Not a continent,Not an Economic Area,10.412,,,2158.17,
257138,RUS,Russian Federation,Sheepmeat,Consumption,2017,Tonnes,Hundreds,2177.82,Russian Federation,Not a continent,Not an Economic Area,10.412,,,2177.82,
257139,RUS,Russian Federation,Sheepmeat,Consumption,2018,Tonnes,Hundreds,2075.4900000000002,Russian Federation,Not a continent,Not an Economic Area,10.412,,,2075.4900000000002,
257140,RUS,Russian Federation,Sheepmeat,Consumption,2019,Tonnes,Hundreds,2046.5700000000002,Russian Federation,Not a continent,Not an Economic Area,10.412,,,2046.5700000000002,
257141,RUS,Russian Federation,Sheepmeat,Consumption,2020,Tonnes,Hundreds,1932.45,Russian Federation,Not a continent,Not an Economic Area,10.412,,,1932.45,
257142,RUS,Russian Federation,Sheepmeat,Consumption,2021,Tonnes,Hundreds,1924.75,Russian Federation,Not a continent,Not an Economic Area,10.412,,,1924.75,
257143,RUS,Russian Federation,Sheepmeat,Consumption,2022,Tonnes,Hundreds,1925.8799999999999,Russian Federation,Not a continent,Not an Economic Area,10.412,,,1925.8799999999999,
257318,RUS,Russian Federation,Sheepmeat,Human consumption per capita,1992,Kilograms per capita,Units,2.068,Russian Federation,Not a continent,Not an Economic Area,10.412,21.532016000000002,,,2.068
257319,RUS,Russian Federation,Sheepmeat,Human consumption per capita,1993,Kilograms per capita,Units,2.206,Russian Federation,Not a continent,Not an Economic Area,10.412,22.968872,,,2.206
257320,RUS,Russian Federation,Sheepmeat,Human consumption per capita,1994,Kilograms per capita,Units,1.882,Russian Federation,Not a continent,Not an Economic Area,10.412,19.595384,,,1.882
257321,RUS,Russian Federation,Sheepmeat,Human consumption per capita,1995,Kilograms per capita,Units,1.73,Russian Federation,Not a continent,Not an Economic Area,10.412,18.01276,,,1.73
257322,RUS,Russian Federation,Sheepmeat,Human consumption per capita,1996,Kilograms per capita,Units,1.419,Russian Federation,Not a continent,Not an Economic Area,10.412,14.774628000000002,,,1.419
257323,RUS,Russian Federation,Sheepmeat,Human consumption per capita,1997,Kilograms per capita,Units,1.293,Russian Federation,Not a continent,Not an Economic Area,10.412,13.462716,,,1.293
257324,RUS,Russian Federation,Sheepmeat,Human consumption per capita,1998,Kilograms per capita,Units,1.142,Russian Federation,Not a continent,Not an Economic Area,10.412,11.890504,,,1.142
257325,RUS,Russian Federation,Sheepmeat,Human consumption per capita,1999,Kilograms per capita,Units,0.876,Russian Federation,Not a continent,Not an Economic Area,10.412,9.120912,,,0.876
257326,RUS,Russian Federation,Sheepmeat,Human consumption per capita,2000,Kilograms per capita,Units,0.854,Russian Federation,Not a continent,Not an Economic Area,10.412,8.891848000000001,,,0.854
257327,RUS,Russian Federation,Sheepmeat,Human consumption per capita,2001,Kilograms per capita,Units,0.818,Russian Federation,Not a continent,Not an Economic Area,10.412,8.517016,,,0.818
257328,RUS,Russian Federation,Sheepmeat,Human consumption per capita,2002,Kilograms per capita,Units,0.845,Russian Federation,Not a continent,Not an Economic Area,10.412,8.79814,,,0.845
257329,RUS,Russian Federation,Sheepmeat,Human consumption per capita,2003,Kilograms per capita,Units,0.829,Russian Federation,Not a continent,Not an Economic Area,10.412,8.631548,,,0.829
257330,RUS,Russian Federation,Sheepmeat,Human consumption per capita,2004,Kilograms per capita,Units,0.89,Russian Federation,Not a continent,Not an Economic Area,10.412,9.266680000000001,,,0.89
257331,RUS,Russian Federation,Sheepmeat,Human consumption per capita,2005,Kilograms per capita,Units,0.987,Russian Federation,Not a continent,Not an Economic Area,10.412,10.276644000000001,,,0.987
257332,RUS,Russian Federation,Sheepmeat,Human consumption per capita,2006,Kilograms per capita,Units,1.042,Russian Federation,Not a continent,Not an Economic Area,10.412,10.849304000000002,,,1.042
257333,RUS,Russian Federation,Sheepmeat,Human consumption per capita,2007,Kilograms per capita,Units,1.1,Russian Federation,Not a continent,Not an Economic Area,10.412,11.453200000000002,,,1.1
257334,RUS,Russian Federation,Sheepmeat,Human consumption per capita,2008,Kilograms per capita,Units,1.261,Russian Federation,Not a continent,Not an Economic Area,10.412,13.129532,,,1.261
257335,RUS,Russian Federation,Sheepmeat,Human consumption per capita,2009,Kilograms per capita,Units,1.172,Russian Federation,Not a continent,Not an Economic Area,10.412,12.202864,,,1.172
257336,RUS,Russian Federation,Sheepmeat,Human consumption per capita,2010,Kilograms per capita,Units,1.186,Russian Federation,Not a continent,Not an Economic Area,10.412,12.348632,,,1.186
257337,RUS,Russian Federation,Sheepmeat,Human consumption per capita,2011,Kilograms per capita,Units,1.23,Russian Federation,Not a continent,Not an Economic Area,10.412,12.80676,,,1.23
257338,RUS,Russian Federation,Sheepmeat,Human consumption per capita,2012,Kilograms per capita,Units,1.218,Russian Federation,Not a continent,Not an Economic Area,10.412,12.681816000000001,,,1.218
257339,RUS,Russian Federation,Sheepmeat,Human consumption per capita,2013,Kilograms per capita,Units,1.216,Russian Federation,Not a continent,Not an Economic Area,10.412,12.660992,,,1.216
257340,RUS,Russian Federation,Sheepmeat,Human consumption per capita,2014,Kilograms per capita,Units,1.269,Russian Federation,Not a continent,Not an Economic Area,10.412,13.212828,,,1.269
257341,RUS,Russian Federation,Sheepmeat,Human consumption per capita,2015,Kilograms per capita,Units,1.251,Russian Federation,Not a continent,Not an Economic Area,10.412,13.025412,,,1.251
257342,RUS,Russian Federation,Sheepmeat,Human consumption per capita,2016,Kilograms per capita,Units,1.307,Russian Federation,Not a continent,Not an Economic Area,10.412,13.608484,,,1.307
257343,RUS,Russian Federation,Sheepmeat,Human consumption per capita,2017,Kilograms per capita,Units,1.317,Russian Federation,Not a continent,Not an Economic Area,10.412,13.712604,,,1.317
257344,RUS,Russian Federation,Sheepmeat,Human consumption per capita,2018,Kilograms per capita,Units,1.253,Russian Federation,Not a continent,Not an Economic Area,10.412,13.046236,,,1.253
257345,RUS,Russian Federation,Sheepmeat,Human consumption per capita,2019,Kilograms per capita,Units,1.235,Russian Federation,Not a continent,Not an Economic Area,10.412,12.858820000000001,,,1.235
257346,RUS,Russian Federation,Sheepmeat,Human consumption per capita,2020,Kilograms per capita,Units,1.165,Russian Federation,Not a continent,Not an Economic Area,10.412,12.129980000000002,,,1.165
257347,RUS,Russian Federation,Sheepmeat,Human consumption per capita,2021,Kilograms per capita,Units,1.161,Russian Federation,Not a continent,Not an Economic Area,10.412,12.088332000000001,,,1.161
257348,RUS,Russian Federation,Sheepmeat,Human consumption per capita,2022,Kilograms per capita,Units,1.162,Russian Federation,Not a continent,Not an Economic Area,10.412,12.098744,,,1.162
257521,EGY,Egypt,Sheepmeat,Production,1990,Tonnes,Hundreds,810.57,Egypt,Not a continent,Not an Economic Area,10.412,,810.57,,
257522,EGY,Egypt,Sheepmeat,Production,1991,Tonnes,Hundreds,757.0699999999999,Egypt,Not a continent,Not an Economic Area,10.412,,757.0699999999999,,
257523,EGY,Egypt,Sheepmeat,Production,1992,Tonnes,Hundreds,821.6800000000001,Egypt,Not a continent,Not an Economic Area,10.412,,821.6800000000001,,
257524,EGY,Egypt,Sheepmeat,Production,1993,Tonnes,Hundreds,859.1899999999999,Egypt,Not a continent,Not an Economic Area,10.412,,859.1899999999999,,
257525,EGY,Egypt,Sheepmeat,Production,1994,Tonnes,Hundreds,873.68,Egypt,Not a continent,Not an Economic Area,10.412,,873.68,,
257526,EGY,Egypt,Sheepmeat,Production,1995,Tonnes,Hundreds,911.5300000000001,Egypt,Not a continent,Not an Economic Area,10.412,,911.5300000000001,,
257527,EGY,Egypt,Sheepmeat,Production,1996,Tonnes,Hundreds,910.65,Egypt,Not a continent,Not an Economic Area,10.412,,910.65,,
257528,EGY,Egypt,Sheepmeat,Production,1997,Tonnes,Hundreds,926.49,Egypt,Not a continent,Not an Economic Area,10.412,,926.49,,
257529,EGY,Egypt,Sheepmeat,Production,1998,Tonnes,Hundreds,954.35,Egypt,Not a continent,Not an Economic Area,10.412,,954.35,,
257530,EGY,Egypt,Sheepmeat,Production,1999,Tonnes,Hundreds,802.11,Egypt,Not a continent,Not an Economic Area,10.412,,802.11,,
257531,EGY,Egypt,Sheepmeat,Production,2000,Tonnes,Hundreds,1118.75,Egypt,Not a continent,Not an Economic Area,10.412,,1118.75,,
257532,EGY,Egypt,Sheepmeat,Production,2001,Tonnes,Hundreds,1216.8899999999999,Egypt,Not a continent,Not an Economic Area,10.412,,1216.8899999999999,,
257533,EGY,Egypt,Sheepmeat,Production,2002,Tonnes,Hundreds,1338.52,Egypt,Not a continent,Not an Economic Area,10.412,,1338.52,,
257534,EGY,Egypt,Sheepmeat,Production,2003,Tonnes,Hundreds,1347.1000000000001,Egypt,Not a continent,Not an Economic Area,10.412,,1347.1000000000001,,
257535,EGY,Egypt,Sheepmeat,Production,2004,Tonnes,Hundreds,1370.49,Egypt,Not a continent,Not an Economic Area,10.412,,1370.49,,
257536,EGY,Egypt,Sheepmeat,Production,2005,Tonnes,Hundreds,1378.32,Egypt,Not a continent,Not an Economic Area,10.412,,1378.32,,
257537,EGY,Egypt,Sheepmeat,Production,2006,Tonnes,Hundreds,1399.06,Egypt,Not a continent,Not an Economic Area,10.412,,1399.06,,
257538,EGY,Egypt,Sheepmeat,Production,2007,Tonnes,Hundreds,1469.13,Egypt,Not a continent,Not an Economic Area,10.412,,1469.13,,
257539,EGY,Egypt,Sheepmeat,Production,2008,Tonnes,Hundreds,1472.5,Egypt,Not a continent,Not an Economic Area,10.412,,1472.5,,
257540,EGY,Egypt,Sheepmeat,Production,2009,Tonnes,Hundreds,1440.59,Egypt,Not a continent,Not an Economic Area,10.412,,1440.59,,
257541,EGY,Egypt,Sheepmeat,Production,2010,Tonnes,Hundreds,1281.25,Egypt,Not a continent,Not an Economic Area,10.412,,1281.25,,
257542,EGY,Egypt,Sheepmeat,Production,2011,Tonnes,Hundreds,1266.41,Egypt,Not a continent,Not an Economic Area,10.412,,1266.41,,
257543,EGY,Egypt,Sheepmeat,Production,2012,Tonnes,Hundreds,1292.32,Egypt,Not a continent,Not an Economic Area,10.412,,1292.32,,
257544,EGY,Egypt,Sheepmeat,Production,2013,Tonnes,Hundreds,1280.75,Egypt,Not a continent,Not an Economic Area,10.412,,1280.75,,
257545,EGY,Egypt,Sheepmeat,Production,2014,Tonnes,Hundreds,1269.1100000000001,Egypt,Not a continent,Not an Economic Area,10.412,,1269.1100000000001,,
257546,EGY,Egypt,Sheepmeat,Production,2015,Tonnes,Hundreds,1251.87,Egypt,Not a continent,Not an Economic Area,10.412,,1251.87,,
257547,EGY,Egypt,Sheepmeat,Production,2016,Tonnes,Hundreds,1285.83,Egypt,Not a continent,Not an Economic Area,10.412,,1285.83,,
257548,EGY,Egypt,Sheepmeat,Production,2017,Tonnes,Hundreds,935.8799999999999,Egypt,Not a continent,Not an Economic Area,10.412,,935.8799999999999,,
257549,EGY,Egypt,Sheepmeat,Production,2018,Tonnes,Hundreds,735.75,Egypt,Not a continent,Not an Economic Area,10.412,,735.75,,
257550,EGY,Egypt,Sheepmeat,Production,2019,Tonnes,Hundreds,853.48,Egypt,Not a continent,Not an Economic Area,10.412,,853.48,,
257551,EGY,Egypt,Sheepmeat,Production,2020,Tonnes,Hundreds,861.37,Egypt,Not a continent,Not an Economic Area,10.412,,861.37,,
257552,EGY,Egypt,Sheepmeat,Production,2021,Tonnes,Hundreds,870.98,Egypt,Not a continent,Not an Economic Area,10.412,,870.98,,
257553,EGY,Egypt,Sheepmeat,Production,2022,Tonnes,Hundreds,886.4300000000001,Egypt,Not a continent,Not an Economic Area,10.412,,886.4300000000001,,
257603,EGY,Egypt,Sheepmeat,Consumption,1990,Tonnes,Hundreds,821.31,Egypt,Not a continent,Not an Economic Area,10.412,,,821.31,
257604,EGY,Egypt,Sheepmeat,Consumption,1991,Tonnes,Hundreds,737.4599999999999,Egypt,Not a continent,Not an Economic Area,10.412,,,737.4599999999999,
257605,EGY,Egypt,Sheepmeat,Consumption,1992,Tonnes,Hundreds,761.96,Egypt,Not a continent,Not an Economic Area,10.412,,,761.96,
257606,EGY,Egypt,Sheepmeat,Consumption,1993,Tonnes,Hundreds,806.28,Egypt,Not a continent,Not an Economic Area,10.412,,,806.28,
257607,EGY,Egypt,Sheepmeat,Consumption,1994,Tonnes,Hundreds,876.5,Egypt,Not a continent,Not an Economic Area,10.412,,,876.5,
257608,EGY,Egypt,Sheepmeat,Consumption,1995,Tonnes,Hundreds,908.49,Egypt,Not a continent,Not an Economic Area,10.412,,,908.49,
257609,EGY,Egypt,Sheepmeat,Consumption,1996,Tonnes,Hundreds,904.16,Egypt,Not a continent,Not an Economic Area,10.412,,,904.16,
257610,EGY,Egypt,Sheepmeat,Consumption,1997,Tonnes,Hundreds,937.89,Egypt,Not a continent,Not an Economic Area,10.412,,,937.89,
257611,EGY,Egypt,Sheepmeat,Consumption,1998,Tonnes,Hundreds,959.2,Egypt,Not a continent,Not an Economic Area,10.412,,,959.2,
257612,EGY,Egypt,Sheepmeat,Consumption,1999,Tonnes,Hundreds,812.89,Egypt,Not a continent,Not an Economic Area,10.412,,,812.89,
257613,EGY,Egypt,Sheepmeat,Consumption,2000,Tonnes,Hundreds,1259.89,Egypt,Not a continent,Not an Economic Area,10.412,,,1259.89,
257614,EGY,Egypt,Sheepmeat,Consumption,2001,Tonnes,Hundreds,1289.23,Egypt,Not a continent,Not an Economic Area,10.412,,,1289.23,
257615,EGY,Egypt,Sheepmeat,Consumption,2002,Tonnes,Hundreds,1370.66,Egypt,Not a continent,Not an Economic Area,10.412,,,1370.66,
257616,EGY,Egypt,Sheepmeat,Consumption,2003,Tonnes,Hundreds,1398.4899999999998,Egypt,Not a continent,Not an Economic Area,10.412,,,1398.4899999999998,
257617,EGY,Egypt,Sheepmeat,Consumption,2004,Tonnes,Hundreds,1371.26,Egypt,Not a continent,Not an Economic Area,10.412,,,1371.26,
257618,EGY,Egypt,Sheepmeat,Consumption,2005,Tonnes,Hundreds,1387.3500000000001,Egypt,Not a continent,Not an Economic Area,10.412,,,1387.3500000000001,
257619,EGY,Egypt,Sheepmeat,Consumption,2006,Tonnes,Hundreds,1416.6,Egypt,Not a continent,Not an Economic Area,10.412,,,1416.6,
257620,EGY,Egypt,Sheepmeat,Consumption,2007,Tonnes,Hundreds,1495.38,Egypt,Not a continent,Not an Economic Area,10.412,,,1495.38,
257621,EGY,Egypt,Sheepmeat,Consumption,2008,Tonnes,Hundreds,1540.0700000000002,Egypt,Not a continent,Not an Economic Area,10.412,,,1540.0700000000002,
257622,EGY,Egypt,Sheepmeat,Consumption,2009,Tonnes,Hundreds,1452.8200000000002,Egypt,Not a continent,Not an Economic Area,10.412,,,1452.8200000000002,
257623,EGY,Egypt,Sheepmeat,Consumption,2010,Tonnes,Hundreds,1332.9499999999998,Egypt,Not a continent,Not an Economic Area,10.412,,,1332.9499999999998,
257624,EGY,Egypt,Sheepmeat,Consumption,2011,Tonnes,Hundreds,1273.98,Egypt,Not a continent,Not an Economic Area,10.412,,,1273.98,
257625,EGY,Egypt,Sheepmeat,Consumption,2012,Tonnes,Hundreds,1307.12,Egypt,Not a continent,Not an Economic Area,10.412,,,1307.12,
257626,EGY,Egypt,Sheepmeat,Consumption,2013,Tonnes,Hundreds,1297.9099999999999,Egypt,Not a continent,Not an Economic Area,10.412,,,1297.9099999999999,
257627,EGY,Egypt,Sheepmeat,Consumption,2014,Tonnes,Hundreds,1293.5300000000002,Egypt,Not a continent,Not an Economic Area,10.412,,,1293.5300000000002,
257628,EGY,Egypt,Sheepmeat,Consumption,2015,Tonnes,Hundreds,1269.73,Egypt,Not a continent,Not an Economic Area,10.412,,,1269.73,
257629,EGY,Egypt,Sheepmeat,Consumption,2016,Tonnes,Hundreds,1294.82,Egypt,Not a continent,Not an Economic Area,10.412,,,1294.82,
257630,EGY,Egypt,Sheepmeat,Consumption,2017,Tonnes,Hundreds,947.26,Egypt,Not a continent,Not an Economic Area,10.412,,,947.26,
257631,EGY,Egypt,Sheepmeat,Consumption,2018,Tonnes,Hundreds,749.3399999999999,Egypt,Not a continent,Not an Economic Area,10.412,,,749.3399999999999,
257632,EGY,Egypt,Sheepmeat,Consumption,2019,Tonnes,Hundreds,859.62,Egypt,Not a continent,Not an Economic Area,10.412,,,859.62,
257633,EGY,Egypt,Sheepmeat,Consumption,2020,Tonnes,Hundreds,864.66,Egypt,Not a continent,Not an Economic Area,10.412,,,864.66,
257634,EGY,Egypt,Sheepmeat,Consumption,2021,Tonnes,Hundreds,874.79,Egypt,Not a continent,Not an Economic Area,10.412,,,874.79,
257635,EGY,Egypt,Sheepmeat,Consumption,2022,Tonnes,Hundreds,890.24,Egypt,Not a continent,Not an Economic Area,10.412,,,890.24,
257808,EGY,Egypt,Sheepmeat,Human consumption per capita,1990,Kilograms per capita,Units,1.288,Egypt,Not a continent,Not an Economic Area,10.412,13.410656000000001,,,1.288
257809,EGY,Egypt,Sheepmeat,Human consumption per capita,1991,Kilograms per capita,Units,1.13,Egypt,Not a continent,Not an Economic Area,10.412,11.76556,,,1.13
257810,EGY,Egypt,Sheepmeat,Human consumption per capita,1992,Kilograms per capita,Units,1.143,Egypt,Not a continent,Not an Economic Area,10.412,11.900916,,,1.143
257811,EGY,Egypt,Sheepmeat,Human consumption per capita,1993,Kilograms per capita,Units,1.185,Egypt,Not a continent,Not an Economic Area,10.412,12.338220000000002,,,1.185
257812,EGY,Egypt,Sheepmeat,Human consumption per capita,1994,Kilograms per capita,Units,1.263,Egypt,Not a continent,Not an Economic Area,10.412,13.150356,,,1.263
257813,EGY,Egypt,Sheepmeat,Human consumption per capita,1995,Kilograms per capita,Units,1.283,Egypt,Not a continent,Not an Economic Area,10.412,13.358596,,,1.283
257814,EGY,Egypt,Sheepmeat,Human consumption per capita,1996,Kilograms per capita,Units,1.251,Egypt,Not a continent,Not an Economic Area,10.412,13.025412,,,1.251
257815,EGY,Egypt,Sheepmeat,Human consumption per capita,1997,Kilograms per capita,Units,1.272,Egypt,Not a continent,Not an Economic Area,10.412,13.244064000000002,,,1.272
257816,EGY,Egypt,Sheepmeat,Human consumption per capita,1998,Kilograms per capita,Units,1.275,Egypt,Not a continent,Not an Economic Area,10.412,13.2753,,,1.275
257817,EGY,Egypt,Sheepmeat,Human consumption per capita,1999,Kilograms per capita,Units,1.06,Egypt,Not a continent,Not an Economic Area,10.412,11.03672,,,1.06
257818,EGY,Egypt,Sheepmeat,Human consumption per capita,2000,Kilograms per capita,Units,1.611,Egypt,Not a continent,Not an Economic Area,10.412,16.773732000000003,,,1.611
257819,EGY,Egypt,Sheepmeat,Human consumption per capita,2001,Kilograms per capita,Units,1.617,Egypt,Not a continent,Not an Economic Area,10.412,16.836204000000002,,,1.617
257820,EGY,Egypt,Sheepmeat,Human consumption per capita,2002,Kilograms per capita,Units,1.687,Egypt,Not a continent,Not an Economic Area,10.412,17.565044,,,1.687
257821,EGY,Egypt,Sheepmeat,Human consumption per capita,2003,Kilograms per capita,Units,1.69,Egypt,Not a continent,Not an Economic Area,10.412,17.59628,,,1.69
257822,EGY,Egypt,Sheepmeat,Human consumption per capita,2004,Kilograms per capita,Units,1.627,Egypt,Not a continent,Not an Economic Area,10.412,16.940324,,,1.627
257823,EGY,Egypt,Sheepmeat,Human consumption per capita,2005,Kilograms per capita,Units,1.617,Egypt,Not a continent,Not an Economic Area,10.412,16.836204000000002,,,1.617
257824,EGY,Egypt,Sheepmeat,Human consumption per capita,2006,Kilograms per capita,Units,1.622,Egypt,Not a continent,Not an Economic Area,10.412,16.888264000000003,,,1.622
257825,EGY,Egypt,Sheepmeat,Human consumption per capita,2007,Kilograms per capita,Units,1.682,Egypt,Not a continent,Not an Economic Area,10.412,17.512984,,,1.682
